longitude,latitude,tmp,时间步长,年份,NAVI,region_id
112.913735,24.764287,4.9,0,200301,0.6853,105
112.926572,24.764287,4.175,0,200301,0.7046,106
112.939409,24.764287,3.7,0,200301,0.6411,107
112.952246,24.764287,4.15,0,200301,0.7773,108
112.965083,24.764287,4.625,0,200301,0.8091,109
112.97792,24.764287,5.4,0,200301,0.8024,110
112.836713,24.772757,7.8,0,200301,0.6268,111
112.84955,24.772757,7.475,0,200301,0.71849996,112
112.862387,24.772757,6.9,0,200301,0.7752,113
112.875224,24.772757,6.324999999999999,0,200301,0.7679,114
112.888061,24.772757,6.175,0,200301,0.76559997,115
112.900898,24.772757,5.749999999999999,0,200301,0.7607,116
112.913735,24.772757,5.15,0,200301,0.70309997,117
112.926572,24.772757,4.574999999999999,0,200301,0.74549997,118
112.939409,24.772757,3.95,0,200301,0.7351,119
112.952246,24.772757,3.95,0,200301,0.75479996,120
112.965083,24.772757,4.775,0,200301,0.783,121
112.97792,24.772757,5.275,0,200301,0.69229996,122
112.836713,24.781227,7.775,0,200301,0.53029996,123
112.84955,24.781227,7.3,0,200301,0.70269996,124
112.862387,24.781227,6.550000000000001,0,200301,0.7855,125
112.875224,24.781227,5.699999999999999,0,200301,0.77669996,126
112.888061,24.781227,5.55,0,200301,0.7926,127
112.900898,24.781227,5.45,0,200301,0.74149996,128
112.913735,24.781227,4.949999999999999,0,200301,0.74149996,129
112.926572,24.781227,4.5,0,200301,0.7434,130
112.939409,24.781227,3.975000000000001,0,200301,0.7466,131
112.952246,24.781227,3.65,0,200301,0.74829996,132
112.965083,24.781227,4.425,0,200301,0.8035,133
112.97792,24.781227,5.25,0,200301,0.71419996,134
112.84955,24.789697,7.025,0,200301,0.67609996,135
112.862387,24.789697,6.375,0,200301,0.7475,136
112.875224,24.789697,5.75,0,200301,0.7866,137
112.888061,24.789697,5.4,0,200301,0.7809,138
112.900898,24.789697,5.2,0,200301,0.733,139
112.913735,24.789697,4.574999999999999,0,200301,0.7144,140
112.926572,24.789697,4.0,0,200301,0.63949996,141
112.939409,24.789697,3.6,0,200301,0.6349,142
112.952246,24.789697,3.525,0,200301,0.7679,143
112.965083,24.789697,4.2,0,200301,0.7994,144
112.97792,24.789697,5.075,0,200301,0.74149996,145
112.84955,24.798167,6.85,0,200301,0.6471,146
112.862387,24.798167,6.45,0,200301,0.65959996,147
112.875224,24.798167,6.375,0,200301,0.7607,148
112.888061,24.798167,5.825,0,200301,0.74399996,149
112.900898,24.798167,5.25,0,200301,0.7481,150
112.913735,24.798167,4.675,0,200301,0.7238,151
112.926572,24.798167,4.1000000000000005,0,200301,0.7301,152
112.939409,24.798167,3.575,0,200301,0.74579996,153
112.952246,24.798167,3.325,0,200301,0.75589997,154
112.965083,24.798167,3.825,0,200301,0.78029996,155
112.97792,24.798167,4.35,0,200301,0.78459996,156
112.875224,24.806637,6.925000000000001,0,200301,0.659,157
112.888061,24.806637,6.425000000000001,0,200301,0.6925,158
112.900898,24.806637,5.7,0,200301,0.7493,159
112.913735,24.806637,4.9,0,200301,0.766,160
112.926572,24.806637,4.3500000000000005,0,200301,0.7696,161
112.939409,24.806637,3.85,0,200301,0.7238,162
112.952246,24.806637,3.475,0,200301,0.7626,163
112.965083,24.806637,3.675,0,200301,0.7626,164
112.97792,24.806637,4.325,0,200301,0.8002,165
112.875224,24.815107,7.025,0,200301,0.719,166
112.888061,24.815107,6.525,0,200301,0.719,167
112.900898,24.815107,5.699999999999999,0,200301,0.754,168
112.913735,24.815107,4.85,0,200301,0.7319,169
112.926572,24.815107,4.2,0,200301,0.7808,170
112.939409,24.815107,3.675,0,200301,0.7366,171
112.952246,24.815107,3.475,0,200301,0.7971,172
112.965083,24.815107,4.1000000000000005,0,200301,0.8002,173
112.875224,24.823577,6.775,0,200301,0.7619,174
112.888061,24.823577,6.5,0,200301,0.78069997,175
112.900898,24.823577,5.525,0,200301,0.78169996,176
112.913735,24.823577,4.8,0,200301,0.79819995,177
112.926572,24.823577,4.0,0,200301,0.8013,178
112.939409,24.823577,3.55,0,200301,0.829,179
112.952246,24.823577,3.475,0,200301,0.6543,180
112.965083,24.823577,4.075,0,200301,0.7675,181
112.888061,24.832047,6.525,0,200301,0.76089996,182
112.900898,24.832047,5.375,0,200301,0.7303,183
112.913735,24.832047,5.0,0,200301,0.75659996,184
112.888061,24.840517,6.625,0,200301,0.7635,185
112.888061,24.848987,6.625,0,200301,0.7467,186
112.952246,24.688057,9.725,1,200302,,1
112.965083,24.688057,10.175,1,200302,,2
112.97792,24.688057,10.65,1,200302,,3
112.862387,24.696527,10.775,1,200302,,4
112.888061,24.696527,8.35,1,200302,,5
112.939409,24.696527,9.0,1,200302,,6
112.952246,24.696527,9.45,1,200302,,7
112.965083,24.696527,10.175,1,200302,,8
112.97792,24.696527,10.65,1,200302,,9
112.990757,24.696527,10.7,1,200302,,10
113.003594,24.696527,10.65,1,200302,,11
113.016431,24.696527,10.675,1,200302,,12
112.84955,24.704997,11.025,1,200302,,13
112.862387,24.704997,10.85,1,200302,,14
112.875224,24.704997,9.65,1,200302,,15
112.888061,24.704997,8.7,1,200302,,16
112.900898,24.704997,7.300000000000001,1,200302,,17
112.913735,24.704997,7.800000000000001,1,200302,,18
112.926572,24.704997,8.5,1,200302,,19
112.939409,24.704997,8.85,1,200302,,20
112.952246,24.704997,9.4,1,200302,,21
112.965083,24.704997,9.975,1,200302,,22
112.97792,24.704997,10.45,1,200302,,23
112.990757,24.704997,10.575,1,200302,,24
113.003594,24.704997,10.65,1,200302,,25
113.016431,24.704997,10.675,1,200302,,26
112.84955,24.713467,10.7,1,200302,,27
112.862387,24.713467,10.1,1,200302,,28
112.875224,24.713467,8.525,1,200302,,29
112.888061,24.713467,7.95,1,200302,,30
112.900898,24.713467,7.3,1,200302,,31
112.913735,24.713467,7.85,1,200302,,32
112.926572,24.713467,8.4,1,200302,,33
112.939409,24.713467,8.8,1,200302,,34
112.952246,24.713467,9.35,1,200302,,35
112.965083,24.713467,9.95,1,200302,,36
112.97792,24.713467,10.275,1,200302,,37
112.990757,24.713467,10.375,1,200302,,38
113.003594,24.713467,10.5,1,200302,,39
112.84955,24.721937,10.175,1,200302,,40
112.862387,24.721937,9.55,1,200302,,41
112.875224,24.721937,8.175,1,200302,,42
112.888061,24.721937,7.525,1,200302,,43
112.900898,24.721937,7.425,1,200302,,44
112.913735,24.721937,7.949999999999999,1,200302,,45
112.926572,24.721937,8.2,1,200302,,46
112.939409,24.721937,8.475000000000001,1,200302,,47
112.952246,24.721937,9.175,1,200302,,48
112.965083,24.721937,9.65,1,200302,,49
112.97792,24.721937,10.15,1,200302,,50
112.990757,24.721937,10.175,1,200302,,51
113.003594,24.721937,10.4,1,200302,,52
112.862387,24.730407,9.625,1,200302,,53
112.875224,24.730407,8.4,1,200302,,54
112.888061,24.730407,8.05,1,200302,,55
112.900898,24.730407,7.9,1,200302,,56
112.913735,24.730407,8.375,1,200302,,57
112.926572,24.730407,8.1,1,200302,,58
112.939409,24.730407,8.55,1,200302,,59
112.952246,24.730407,9.075,1,200302,,60
112.965083,24.730407,9.7,1,200302,,61
112.97792,24.730407,10.0,1,200302,,62
112.990757,24.730407,10.2,1,200302,,63
113.003594,24.730407,10.425,1,200302,,64
112.84955,24.738877,10.55,1,200302,,65
112.862387,24.738877,9.975,1,200302,,66
112.875224,24.738877,9.15,1,200302,,67
112.888061,24.738877,8.95,1,200302,,68
112.900898,24.738877,9.05,1,200302,,69
112.913735,24.738877,8.875,1,200302,,70
112.926572,24.738877,8.350000000000001,1,200302,,71
112.939409,24.738877,8.35,1,200302,,72
112.952246,24.738877,9.0,1,200302,,73
112.965083,24.738877,9.65,1,200302,,74
112.97792,24.738877,10.1,1,200302,,75
112.990757,24.738877,10.325,1,200302,,76
113.003594,24.738877,10.425,1,200302,,77
112.84955,24.747347,10.975,1,200302,,78
112.862387,24.747347,10.5,1,200302,,79
112.875224,24.747347,10.15,1,200302,,80
112.888061,24.747347,9.75,1,200302,,81
112.900898,24.747347,9.475,1,200302,,82
112.913735,24.747347,8.95,1,200302,,83
112.926572,24.747347,8.525,1,200302,,84
112.939409,24.747347,8.3,1,200302,,85
112.952246,24.747347,8.875,1,200302,,86
112.965083,24.747347,9.575,1,200302,,87
112.97792,24.747347,10.15,1,200302,,88
112.84955,24.755817,11.575,1,200302,,89
112.862387,24.755817,11.25,1,200302,,90
112.875224,24.755817,10.8,1,200302,,91
112.888061,24.755817,10.175,1,200302,,92
112.900898,24.755817,9.5,1,200302,,93
112.913735,24.755817,8.850000000000001,1,200302,,94
112.926572,24.755817,8.299999999999999,1,200302,,95
112.939409,24.755817,8.025,1,200302,,96
112.952246,24.755817,8.825,1,200302,,97
112.965083,24.755817,9.375,1,200302,,98
112.97792,24.755817,10.0,1,200302,,99
112.84955,24.764287,11.875,1,200302,,100
112.862387,24.764287,11.5,1,200302,,101
112.875224,24.764287,10.975,1,200302,,102
112.888061,24.764287,10.525,1,200302,,103
112.900898,24.764287,9.85,1,200302,,104
112.913735,24.764287,9.175,1,200302,,105
112.926572,24.764287,8.475,1,200302,,106
112.939409,24.764287,7.899999999999999,1,200302,,107
112.952246,24.764287,8.375,1,200302,,108
112.965083,24.764287,8.875,1,200302,,109
112.97792,24.764287,9.7,1,200302,,110
112.836713,24.772757,12.1,1,200302,,111
112.84955,24.772757,11.725,1,200302,,112
112.862387,24.772757,11.175,1,200302,,113
112.875224,24.772757,10.625,1,200302,,114
112.888061,24.772757,10.55,1,200302,,115
112.900898,24.772757,10.15,1,200302,,116
112.913735,24.772757,9.475,1,200302,,117
112.926572,24.772757,8.9,1,200302,,118
112.939409,24.772757,8.174999999999999,1,200302,,119
112.952246,24.772757,8.15,1,200302,,120
112.965083,24.772757,8.975,1,200302,,121
112.97792,24.772757,9.55,1,200302,,122
112.836713,24.781227,12.05,1,200302,,123
112.84955,24.781227,11.525,1,200302,,124
112.862387,24.781227,10.8,1,200302,,125
112.875224,24.781227,10.0,1,200302,,126
112.888061,24.781227,9.925,1,200302,,127
112.900898,24.781227,9.8,1,200302,,128
112.913735,24.781227,9.25,1,200302,,129
112.926572,24.781227,8.8,1,200302,,130
112.939409,24.781227,8.2,1,200302,,131
112.952246,24.781227,7.875,1,200302,,132
112.965083,24.781227,8.65,1,200302,,133
112.97792,24.781227,9.55,1,200302,,134
112.84955,24.789697,11.25,1,200302,,135
112.862387,24.789697,10.625,1,200302,,136
112.875224,24.789697,10.05,1,200302,,137
112.888061,24.789697,9.75,1,200302,,138
112.900898,24.789697,9.55,1,200302,,139
112.913735,24.789697,8.9,1,200302,,140
112.926572,24.789697,8.275,1,200302,,141
112.939409,24.789697,7.85,1,200302,,142
112.952246,24.789697,7.799999999999999,1,200302,,143
112.965083,24.789697,8.475,1,200302,,144
112.97792,24.789697,9.375,1,200302,,145
112.84955,24.798167,11.1,1,200302,,146
112.862387,24.798167,10.725,1,200302,,147
112.875224,24.798167,10.675,1,200302,,148
112.888061,24.798167,10.175,1,200302,,149
112.900898,24.798167,9.625,1,200302,,150
112.913735,24.798167,9.05,1,200302,,151
112.926572,24.798167,8.375,1,200302,,152
112.939409,24.798167,7.85,1,200302,,153
112.952246,24.798167,7.574999999999999,1,200302,,154
112.965083,24.798167,8.05,1,200302,,155
112.97792,24.798167,8.649999999999999,1,200302,,156
112.875224,24.806637,11.25,1,200302,,157
112.888061,24.806637,10.8,1,200302,,158
112.900898,24.806637,10.1,1,200302,,159
112.913735,24.806637,9.3,1,200302,,160
112.926572,24.806637,8.65,1,200302,,161
112.939409,24.806637,8.149999999999999,1,200302,,162
112.952246,24.806637,7.699999999999999,1,200302,,163
112.965083,24.806637,7.925000000000001,1,200302,,164
112.97792,24.806637,8.625,1,200302,,165
112.875224,24.815107,11.35,1,200302,,166
112.888061,24.815107,10.875,1,200302,,167
112.900898,24.815107,10.1,1,200302,,168
112.913735,24.815107,9.225,1,200302,,169
112.926572,24.815107,8.5,1,200302,,170
112.939409,24.815107,7.949999999999999,1,200302,,171
112.952246,24.815107,7.675000000000001,1,200302,,172
112.965083,24.815107,8.35,1,200302,,173
112.875224,24.823577,11.1,1,200302,,174
112.888061,24.823577,10.825,1,200302,,175
112.900898,24.823577,9.875,1,200302,,176
112.913735,24.823577,9.125,1,200302,,177
112.926572,24.823577,8.3,1,200302,,178
112.939409,24.823577,7.8,1,200302,,179
112.952246,24.823577,7.675000000000001,1,200302,,180
112.965083,24.823577,8.325,1,200302,,181
112.888061,24.832047,10.875,1,200302,,182
112.900898,24.832047,9.725,1,200302,,183
112.913735,24.832047,9.325,1,200302,,184
112.888061,24.840517,11.0,1,200302,,185
112.888061,24.848987,11.0,1,200302,,186
112.952246,24.688057,11.175,2,200303,,1
112.965083,24.688057,11.65,2,200303,,2
112.97792,24.688057,12.125,2,200303,,3
112.862387,24.696527,12.475,2,200303,,4
112.888061,24.696527,9.825,2,200303,,5
112.939409,24.696527,10.4,2,200303,,6
112.952246,24.696527,10.874999999999998,2,200303,,7
112.965083,24.696527,11.65,2,200303,,8
112.97792,24.696527,12.125,2,200303,,9
112.990757,24.696527,12.25,2,200303,,10
113.003594,24.696527,12.250000000000002,2,200303,,11
113.016431,24.696527,12.275000000000002,2,200303,,12
112.84955,24.704997,12.85,2,200303,,13
112.862387,24.704997,12.6,2,200303,,14
112.875224,24.704997,11.225,2,200303,,15
112.888061,24.704997,10.2,2,200303,,16
112.900898,24.704997,8.7,2,200303,,17
112.913735,24.704997,9.2,2,200303,,18
112.926572,24.704997,9.925,2,200303,,19
112.939409,24.704997,10.275,2,200303,,20
112.952246,24.704997,10.85,2,200303,,21
112.965083,24.704997,11.475,2,200303,,22
112.97792,24.704997,11.925,2,200303,,23
112.990757,24.704997,12.125,2,200303,,24
113.003594,24.704997,12.249999999999998,2,200303,,25
113.016431,24.704997,12.275,2,200303,,26
112.84955,24.713467,12.525,2,200303,,27
112.862387,24.713467,11.8,2,200303,,28
112.875224,24.713467,10.025,2,200303,,29
112.888061,24.713467,9.375,2,200303,,30
112.900898,24.713467,8.725,2,200303,,31
112.913735,24.713467,9.3,2,200303,,32
112.926572,24.713467,9.875,2,200303,,33
112.939409,24.713467,10.25,2,200303,,34
112.952246,24.713467,10.775,2,200303,,35
112.965083,24.713467,11.4,2,200303,,36
112.97792,24.713467,11.775,2,200303,,37
112.990757,24.713467,11.925,2,200303,,38
113.003594,24.713467,12.075,2,200303,,39
112.84955,24.721937,11.925,2,200303,,40
112.862387,24.721937,11.2,2,200303,,41
112.875224,24.721937,9.65,2,200303,,42
112.888061,24.721937,8.95,2,200303,,43
112.900898,24.721937,8.850000000000001,2,200303,,44
112.913735,24.721937,9.375,2,200303,,45
112.926572,24.721937,9.65,2,200303,,46
112.939409,24.721937,9.925,2,200303,,47
112.952246,24.721937,10.6,2,200303,,48
112.965083,24.721937,11.125,2,200303,,49
112.97792,24.721937,11.675,2,200303,,50
112.990757,24.721937,11.75,2,200303,,51
113.003594,24.721937,11.975,2,200303,,52
112.862387,24.730407,11.225,2,200303,,53
112.875224,24.730407,9.875,2,200303,,54
112.888061,24.730407,9.5,2,200303,,55
112.900898,24.730407,9.3,2,200303,,56
112.913735,24.730407,9.8,2,200303,,57
112.926572,24.730407,9.5,2,200303,,58
112.939409,24.730407,10.025,2,200303,,59
112.952246,24.730407,10.55,2,200303,,60
112.965083,24.730407,11.2,2,200303,,61
112.97792,24.730407,11.55,2,200303,,62
112.990757,24.730407,11.75,2,200303,,63
113.003594,24.730407,12.025,2,200303,,64
112.84955,24.738877,12.325,2,200303,,65
112.862387,24.738877,11.6,2,200303,,66
112.875224,24.738877,10.65,2,200303,,67
112.888061,24.738877,10.425,2,200303,,68
112.900898,24.738877,10.525,2,200303,,69
112.913735,24.738877,10.3,2,200303,,70
112.926572,24.738877,9.775,2,200303,,71
112.939409,24.738877,9.85,2,200303,,72
112.952246,24.738877,10.5,2,200303,,73
112.965083,24.738877,11.15,2,200303,,74
112.97792,24.738877,11.65,2,200303,,75
112.990757,24.738877,11.9,2,200303,,76
113.003594,24.738877,12.025,2,200303,,77
112.84955,24.747347,12.8,2,200303,,78
112.862387,24.747347,12.2,2,200303,,79
112.875224,24.747347,11.75,2,200303,,80
112.888061,24.747347,11.275000000000002,2,200303,,81
112.900898,24.747347,10.95,2,200303,,82
112.913735,24.747347,10.35,2,200303,,83
112.926572,24.747347,9.95,2,200303,,84
112.939409,24.747347,9.775,2,200303,,85
112.952246,24.747347,10.375,2,200303,,86
112.965083,24.747347,11.075,2,200303,,87
112.97792,24.747347,11.675,2,200303,,88
112.84955,24.755817,13.45,2,200303,,89
112.862387,24.755817,13.0,2,200303,,90
112.875224,24.755817,12.475,2,200303,,91
112.888061,24.755817,11.7,2,200303,,92
112.900898,24.755817,10.975,2,200303,,93
112.913735,24.755817,10.25,2,200303,,94
112.926572,24.755817,9.725,2,200303,,95
112.939409,24.755817,9.5,2,200303,,96
112.952246,24.755817,10.325,2,200303,,97
112.965083,24.755817,10.874999999999998,2,200303,,98
112.97792,24.755817,11.5,2,200303,,99
112.84955,24.764287,13.775,2,200303,,100
112.862387,24.764287,13.3,2,200303,,101
112.875224,24.764287,12.675,2,200303,,102
112.888061,24.764287,12.075,2,200303,,103
112.900898,24.764287,11.325,2,200303,,104
112.913735,24.764287,10.6,2,200303,,105
112.926572,24.764287,9.9,2,200303,,106
112.939409,24.764287,9.35,2,200303,,107
112.952246,24.764287,9.85,2,200303,,108
112.965083,24.764287,10.375,2,200303,,109
112.97792,24.764287,11.2,2,200303,,110
112.836713,24.772757,14.05,2,200303,,111
112.84955,24.772757,13.675,2,200303,,112
112.862387,24.772757,13.05,2,200303,,113
112.875224,24.772757,12.35,2,200303,,114
112.888061,24.772757,12.125,2,200303,,115
112.900898,24.772757,11.65,2,200303,,116
112.913735,24.772757,10.95,2,200303,,117
112.926572,24.772757,10.35,2,200303,,118
112.939409,24.772757,9.625,2,200303,,119
112.952246,24.772757,9.625,2,200303,,120
112.965083,24.772757,10.5,2,200303,,121
112.97792,24.772757,11.1,2,200303,,122
112.836713,24.781227,14.05,2,200303,,123
112.84955,24.781227,13.45,2,200303,,124
112.862387,24.781227,12.650000000000002,2,200303,,125
112.875224,24.781227,11.675,2,200303,,126
112.888061,24.781227,11.474999999999998,2,200303,,127
112.900898,24.781227,11.3,2,200303,,128
112.913735,24.781227,10.725,2,200303,,129
112.926572,24.781227,10.225,2,200303,,130
112.939409,24.781227,9.65,2,200303,,131
112.952246,24.781227,9.35,2,200303,,132
112.965083,24.781227,10.15,2,200303,,133
112.97792,24.781227,11.125,2,200303,,134
112.84955,24.789697,13.175,2,200303,,135
112.862387,24.789697,12.5,2,200303,,136
112.875224,24.789697,11.75,2,200303,,137
112.888061,24.789697,11.3,2,200303,,138
112.900898,24.789697,11.05,2,200303,,139
112.913735,24.789697,10.35,2,200303,,140
112.926572,24.789697,9.7,2,200303,,141
112.939409,24.789697,9.3,2,200303,,142
112.952246,24.789697,9.25,2,200303,,143
112.965083,24.789697,9.975,2,200303,,144
112.97792,24.789697,10.925,2,200303,,145
112.84955,24.798167,13.0,2,200303,,146
112.862387,24.798167,12.599999999999998,2,200303,,147
112.875224,24.798167,12.45,2,200303,,148
112.888061,24.798167,11.8,2,200303,,149
112.900898,24.798167,11.125,2,200303,,150
112.913735,24.798167,10.475,2,200303,,151
112.926572,24.798167,9.8,2,200303,,152
112.939409,24.798167,9.3,2,200303,,153
112.952246,24.798167,9.05,2,200303,,154
112.965083,24.798167,9.55,2,200303,,155
112.97792,24.798167,10.15,2,200303,,156
112.875224,24.806637,13.025,2,200303,,157
112.888061,24.806637,12.45,2,200303,,158
112.900898,24.806637,11.65,2,200303,,159
112.913735,24.806637,10.775,2,200303,,160
112.926572,24.806637,10.125,2,200303,,161
112.939409,24.806637,9.625,2,200303,,162
112.952246,24.806637,9.2,2,200303,,163
112.965083,24.806637,9.425,2,200303,,164
112.97792,24.806637,10.125,2,200303,,165
112.875224,24.815107,13.1,2,200303,,166
112.888061,24.815107,12.525000000000002,2,200303,,167
112.900898,24.815107,11.65,2,200303,,168
112.913735,24.815107,10.7,2,200303,,169
112.926572,24.815107,9.925,2,200303,,170
112.939409,24.815107,9.4,2,200303,,171
112.952246,24.815107,9.175,2,200303,,172
112.965083,24.815107,9.85,2,200303,,173
112.875224,24.823577,12.75,2,200303,,174
112.888061,24.823577,12.45,2,200303,,175
112.900898,24.823577,11.4,2,200303,,176
112.913735,24.823577,10.6,2,200303,,177
112.926572,24.823577,9.675,2,200303,,178
112.939409,24.823577,9.225,2,200303,,179
112.952246,24.823577,9.175,2,200303,,180
112.965083,24.823577,9.825,2,200303,,181
112.888061,24.832047,12.475,2,200303,,182
112.900898,24.832047,11.225,2,200303,,183
112.913735,24.832047,10.8,2,200303,,184
112.888061,24.840517,12.6,2,200303,,185
112.888061,24.848987,12.6,2,200303,,186
112.952246,24.688057,17.5,3,200304,,1
112.965083,24.688057,18.0,3,200304,,2
112.97792,24.688057,18.525,3,200304,,3
112.862387,24.696527,18.675,3,200304,,4
112.888061,24.696527,15.900000000000002,3,200304,,5
112.939409,24.696527,16.7,3,200304,,6
112.952246,24.696527,17.2,3,200304,,7
112.965083,24.696527,17.975,3,200304,,8
112.97792,24.696527,18.525,3,200304,,9
112.990757,24.696527,18.625,3,200304,,10
113.003594,24.696527,18.625,3,200304,,11
113.016431,24.696527,18.675,3,200304,,12
112.84955,24.704997,19.025,3,200304,,13
112.862387,24.704997,18.775,3,200304,,14
112.875224,24.704997,17.375,3,200304,,15
112.888061,24.704997,16.3,3,200304,,16
112.900898,24.704997,14.7,3,200304,,17
112.913735,24.704997,15.3,3,200304,,18
112.926572,24.704997,16.125,3,200304,,19
112.939409,24.704997,16.525,3,200304,,20
112.952246,24.704997,17.15,3,200304,,21
112.965083,24.704997,17.775,3,200304,,22
112.97792,24.704997,18.3,3,200304,,23
112.990757,24.704997,18.475,3,200304,,24
113.003594,24.704997,18.625,3,200304,,25
